product_name;url;image1_url;image2_url;product_price;description;sale_price;old_price;original_price;current_price;color;image_url;mpn;reference_code;category_id;Stock Status;color_homogeneizado;Categoria;Fondo;Modelo;Tag_1;Tag_2;Tag_3;Tag_4;Tag_5;Tag_6
Pantalón cargo costuras;https://www.pullandbear.com/es/pantalon-cargo-costuras-l07678507?cS=800&pelement=662014073;https://static.pullandbear.net/assets/public/5fa0/8431/180a404db562/81bcb8e11117/07678507800-M/07678507800-M.jpg?ts=1722520722741&w=438&f=auto;https://static.pullandbear.net/assets/public/baa3/41e3/da454fb2ad53/2152699d3c87/07678507800-A2M/07678507800-A2M.jpg?ts=1722521279928&w=438&f=auto;25.99;Pantalón cargo con costuras en la rodilla, cintura con trabillas, cierre de botón y cremallera y bolsillos.;;;;25.99;Negro;https://static.pullandbear.net/assets/public/1f73/1134/f9164455b687/f19633736bdb/07678507800-C/07678507800-C.jpg?ts=1720789414740&w=106&f=auto;7678/507;7678507;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Slim;Deportivo;Ajustado;Streetwear;Manga corta;Deportivo
Pantalón cargo costuras;https://www.pullandbear.com/es/pantalon-cargo-costuras-l07678507?cS=711&pelement=662014071;https://static.pullandbear.net/assets/public/7638/869c/52184a31a984/2fb0b9f7adda/07678507711-M/07678507711-M.jpg?ts=1722521297173&w=438&f=auto;https://static.pullandbear.net/assets/public/3c27/a00c/e5734c759a29/28bd47c85226/07678507711-A2M/07678507711-A2M.jpg?ts=1723036173914&w=438&f=auto;25.99;Pantalón cargo con costuras en la rodilla, cintura con trabillas, cierre de botón y cremallera y bolsillos.;;;;25.99;Arena;https://static.pullandbear.net/assets/public/1a03/3640/f236445f982a/520ef85b8270/07678507711-C/07678507711-C.jpg?ts=1719306980182&w=106&f=auto;7678/507;7678507;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Monocromático;Vintage;Bohemio;Vintage;Skinny;Oversize
Pantalón jogger rayas laterales STWD;https://www.pullandbear.com/es/pantalon-jogger-rayas-laterales-stwd-l07679506?cS=800&pelement=667131214;https://static.pullandbear.net/assets/public/93b9/c8b2/6d1544c9be8f/4c0bc9350f8d/07679506800-A7M/07679506800-A7M.jpg?ts=1727098698999&w=438&f=auto;https://static.pullandbear.net/assets/public/c14d/3613/171e4d778573/e0cef923a48d/07679506800-M/07679506800-M.jpg?ts=1727098690743&w=438&f=auto;22.99;Pantalón jogger con detalle de rayas laterales, bolsillos, cintura elástica y logo STWD bordado.;;;;22.99;Negro;https://static.pullandbear.net/assets/public/a083/283c/73de48eba4ce/1a90acb2a7b0/07679506800-C/07679506800-C.jpg?ts=1726578082011&w=106&f=auto;7679/506;7679506;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Carrot;Color claro;Cargo;Color oscuro;Cuello alto;Formal
Pantalón chándal interlock super baggy;https://www.pullandbear.com/es/pantalon-chandal-interlock-super-baggy-l03680516?cS=802&pelement=662014324;https://static.pullandbear.net/assets/public/1c61/5d21/3a44406a8f19/237914aaa3bf/03680516802-A7M/03680516802-A7M.jpg?ts=1736441520223&w=438&f=auto;https://static.pullandbear.net/assets/public/bdd8/65ac/72f44ab98703/1788450cd09d/03680516802-M/03680516802-M.jpg?ts=1736441526638&w=438&f=auto;27.99;Pantalón de chándal balloon fit y en tejido interlock, con acabado lavado, cintura elástica y confeccionado en algodón.  Total look;;;;27.99;Gris;https://static.pullandbear.net/assets/public/d582/65f3/ebff4de4b204/5999bc4f6996/03680516802-C/03680516802-C.jpg?ts=1736441513136&w=106&f=auto;3680/516;3680516;1030204719;In stock;Gris;Pantalón;Otro color;Modelo;Bohemio;Manga corta;Casual;Carrot;Ajustada;Sin mangas
Pantalón chándal baggy;https://www.pullandbear.com/es/pantalon-chandal-baggy-l07679500?cS=712&pelement=662027212;https://static.pullandbear.net/assets/public/605b/d376/eb5f4bafb52d/2c11616bba77/07679500712-A7M/07679500712-A7M.jpg?ts=1736781481240&w=438&f=auto;https://static.pullandbear.net/assets/public/97f9/a004/a0d940468c85/e26d5de67050/07679500712-M/07679500712-M.jpg?ts=1736781648402&w=438&f=auto;22.99;Pantalón de chándal jogger de corte baggy, con detalle de logo engomado, bolsillos laterales, cintura elástica con cordón y confeccionada en algodón.;;;;22.99;Crudo;https://static.pullandbear.net/assets/public/176d/31ce/dcda4a84b05e/9d59a407bbcc/07679500712-C/07679500712-C.jpg?ts=1736956748544&w=106&f=auto;7679/500;7679500;1030204719;In stock;Blanco;Pantalón;Blanco;Modelo;Color oscuro;Baggy;Joggers;Tailoring;Moderno;Clásico
Pantalón chándal interlock;https://www.pullandbear.com/es/pantalon-chandal-interlock-l03680524?cS=800&pelement=662021188;https://static.pullandbear.net/assets/public/d0ca/a875/e8354942b325/5ddca81ce4cf/03680524800-A1M/03680524800-A1M.jpg?ts=1731937184110&w=438&f=auto;https://static.pullandbear.net/assets/public/8179/cc13/fb8c43089856/3a923aa46b7b/03680524800-M/03680524800-M.jpg?ts=1731937208801&w=438&f=auto;22.99;Pantalón jogger chándal en tejido interlock, con bolsillos, cintura elástica con cordón y confeccionada en algodón.;;;;22.99;Negro;https://static.pullandbear.net/assets/public/efaa/f813/110f49219c25/cd6c6be9cb9f/03680524800-C/03680524800-C.jpg?ts=1730821360735&w=106&f=auto;3680/524;3680524;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Color claro;Color claro;Clásico;Deportivo;Manga corta;Cuello alto
Pantalón tailoring wide leg;https://www.pullandbear.com/es/pantalon-tailoring-wide-leg-l07677509?cS=505;https://static.pullandbear.net/assets/public/7f1b/7cc7/929d45eaae43/3a817489f3bc/07677509505-M/07677509505-M.jpg?ts=1723623645457&w=438&f=auto;https://static.pullandbear.net/assets/public/d95c/1048/d8e44ef99c1b/46f6e63b9c6f/07677509505-A2M/07677509505-A2M.jpg?ts=1723623641539&w=438&f=auto;29.99;Pantalón de vestir tailoring wide leg, con pinzas delanteras, cintura con trabillas y cierre de botón y cremallera.;;;;29.99;Caqui;https://static.pullandbear.net/assets/public/651a/6f41/8ba14219a739/4fc69c9f58b8/07677509505-C/07677509505-C.jpg?ts=1722509856843&w=106&f=auto;7677/509;7677509;1030574254;In stock;Marrón claro;Pantalón;Blanco;Modelo;Ajustada;Slim;Rasgado;Ajustado;Estampado;Elegante
Pantalón tailoring wide leg;https://www.pullandbear.com/es/pantalon-tailoring-wide-leg-l07677509?cS=800;https://static.pullandbear.net/assets/public/dd87/af3a/8ab444189516/9cf5fe88c75f/07677509800-M/07677509800-M.jpg?ts=1723623577719&w=438&f=auto;https://static.pullandbear.net/assets/public/e2e2/3d09/e5a143908fd5/488529341078/07677509800-A2M/07677509800-A2M.jpg?ts=1723623570563&w=438&f=auto;29.99;Pantalón de vestir tailoring wide leg, con pinzas delanteras, cintura con trabillas y cierre de botón y cremallera.;;;;29.99;Negro;https://static.pullandbear.net/2/photos//2023/I/0/2/p/7677/509/800/7677509800_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1697463192238&w=106&f=auto;7677/509;7677509;1030574254;In stock;Negro;Pantalón;Blanco;Modelo;Monocromático;Skater;Carrot;Clásico;Skater;Cuello alto
Pantalón tailoring wide leg;https://www.pullandbear.com/es/pantalon-tailoring-wide-leg-l07677509?cS=712;https://static.pullandbear.net/2/photos//2025/V/0/2/p/7677/509/712/7677509712_2_7_8.jpg?t=1690798511133&w=438&f=auto;https://static.pullandbear.net/assets/public/955f/cc7c/0bbb48c59954/dff9283f9547/07678535712-M/07678535712-M.jpg?ts=1737044489022&w=438&f=auto;29.99;Pantalón de vestir tailoring wide leg, con pinzas delanteras, cintura con trabillas y cierre de botón y cremallera.;;;;29.99;Crudo;https://static.pullandbear.net/assets/public/d7dd/e5ba/3fc44c299961/888b5e473f77/07678535712-C/07678535712-C.jpg?ts=1737044404232&w=106&f=auto;7677/509;7677509;1030574254;In stock;Blanco;Pantalón;Blanco;Modelo;Chándal;Monocromático;Estampado;Ajustada;Standard;Manga corta
Pantalón chándal interlock;https://www.pullandbear.com/es/pantalon-chandal-interlock-l03680524?cS=807&pelement=662021191;https://static.pullandbear.net/assets/public/2545/a0c2/5db6439f807f/d6d292c04d04/03680524807-A7M/03680524807-A7M.jpg?ts=1733828211429&w=438&f=auto;https://static.pullandbear.net/assets/public/e9ea/9d5e/f14f4868b6d0/28a132b74647/03680524807-M/03680524807-M.jpg?ts=1731928272647&w=438&f=auto;22.99;Pantalón jogger chándal en tejido interlock, con bolsillos, cintura elástica con cordón y confeccionada en algodón.;;;;22.99;Gris antracita;https://static.pullandbear.net/assets/public/ea15/df11/3df540378e23/12d5aef56ac7/03680524807-C/03680524807-C.jpg?ts=1730821349055&w=106&f=auto;3680/524;3680524;1030204719;In stock;Gris;Pantalón;Otro color;Modelo;Minimalista;Carrot;Color claro;Minimalista;Monocromático;Sin mangas
Pantalón chándal interlock;https://www.pullandbear.com/es/pantalon-chandal-interlock-l03680524?cS=500&pelement=662021187;https://static.pullandbear.net/assets/public/5e27/f8ad/6904499c8b31/da135d28149e/03680524500-M/03680524500-M.jpg?ts=1736423602531&w=438&f=auto;https://static.pullandbear.net/assets/public/d93c/c15f/8d0341b59ec2/83cd86d28b21/03680524500-A2M/03680524500-A2M.jpg?ts=1736423605071&w=438&f=auto;22.99;Pantalón jogger chándal en tejido interlock, con bolsillos, cintura elástica con cordón y confeccionada en algodón.;;;;22.99;Verde;https://static.pullandbear.net/assets/public/0c66/7b64/ce8a4f17a054/8abcc577f67f/03680524500-C/03680524500-C.jpg?ts=1731937161717&w=106&f=auto;3680/524;3680524;1030204719;In stock;Verde;Pantalón;Blanco;Modelo;Casual;Baggy;Skater;Estampado;Slim;Monocromático
Pantalón jogger tejido plisado;https://www.pullandbear.com/es/pantalon-jogger-tejido-plisado-l03680530?cS=800&pelement=662020948;https://static.pullandbear.net/assets/public/a6ca/54eb/2fd044f0b8e4/ed6c96128afb/03680530800-M/03680530800-M.jpg?ts=1731943217811&w=438&f=auto;https://static.pullandbear.net/assets/public/74ee/bd30/249d41e292b3/0731f7a9a91a/03680530800-A2M/03680530800-A2M.jpg?ts=1731943175030&w=438&f=auto;29.99;Pantalón jogger de corte recto con cierre de botón y cremallera y confeccionado en tejido plisado ligeramente elástico.;;;;29.99;Negro;https://static.pullandbear.net/assets/public/e0a7/cb6c/0b2945f3904a/1b3ca073f0de/03680530800-C/03680530800-C.jpg?ts=1732036505643&w=106&f=auto;3680/530;3680530;1030204719;In stock;Negro;Pantalón;Otro color;Modelo;Standard;Vintage;Deportivo;Oversize;Straight;Color oscuro
Jeans carrot acabado lavado;https://www.pullandbear.com/es/jeans-carrot-acabado-lavado-l03685511?cS=415&pelement=621956613;https://static.pullandbear.net/assets/public/3329/c34c/8eca4d838e72/e9c6c52a6c14/07685507415-M/07685507415-M.jpg?ts=1722951685047&w=438&f=auto;https://static.pullandbear.net/assets/public/ec82/f96a/27d34b12af50/6258879b0617/07685507415-A2M/07685507415-A2M.jpg?ts=1722951631018&w=438&f=auto;12.99;Jeans carrot fit con acabado lavado, diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en algodón ligeramente elástico.;12.99;15.99;19.99;12.99;Azul flúor;https://static.pullandbear.net/assets/public/babd/92a9/66e3472c8c60/fa00878094ae/07685507415-C/07685507415-C.jpg?ts=1721829903393&w=106&f=auto;3685/511;3685511;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Monocromático;Rasgado;Skinny;Straight;Rasgado;Clásico
Jeans carrot acabado lavado;https://www.pullandbear.com/es/jeans-carrot-acabado-lavado-l03685511?cS=406;https://static.pullandbear.net/assets/public/218c/4f12/b51b4e2d93b1/141abc602673/07685502406-M/07685502406-M.jpg?ts=1721656055474&w=438&f=auto;https://static.pullandbear.net/assets/public/6962/df52/2e7847578bd8/6b105766e536/07685502406-A2M/07685502406-A2M.jpg?ts=1721656049709&w=438&f=auto;12.99;Jeans carrot fit con acabado lavado, diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en algodón ligeramente elástico.;12.99;15.99;19.99;12.99;Azul claro;https://static.pullandbear.net/assets/public/eced/d880/f2d544e5b670/2a005e6ce51b/07685502406-C/07685502406-C.jpg?ts=1720012375429&w=106&f=auto;3685/511;3685511;1030574254;In stock;Azul claro;Pantalón;Blanco;Modelo;Tailoring;Straight;Rasgado;Oversize;Straight;Skinny
Jeans relaxed rotos;https://www.pullandbear.com/es/jeans-relaxed-rotos-l07684521?cS=406&pelement=626560961;https://static.pullandbear.net/assets/public/4919/a94a/a06744e789ec/6ccbbd5ec977/07684521406-m/07684521406-m.jpg?ts=1726657615221&w=438&f=auto;https://static.pullandbear.net/assets/public/e911/395b/72c340119693/4d784fda74e7/07684521406-A2M/07684521406-A2M.jpg?ts=1726657609360&w=438&f=auto;12.99;Jeans relaxed con detalle de rotos en la pernera, con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón.;12.99;15.99;29.99;12.99;Azul claro;https://static.pullandbear.net/assets/public/d723/4738/60754385a194/25d7f2a8769e/07684521406-C/07684521406-C.jpg?ts=1724774259656&w=106&f=auto;7684/521;7684521;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Vintage;Clásico;Vintage;Cuello alto;Tailoring;Color oscuro
Pantalón jogger tejido premium;https://www.pullandbear.com/es/pantalon-jogger-tejido-premium-l07679508?cS=712&pelement=631016363;https://static.pullandbear.net/assets/public/dc95/bee1/d48a4a799bf0/018438757845/07679508712-M/07679508712-M.jpg?ts=1732117468616&w=438&f=auto;https://static.pullandbear.net/assets/public/44f4/758e/01824179a135/0e3f42d9c0f3/07679508712-A6M/07679508712-A6M.jpg?ts=1731427844642&w=438&f=auto;9.99;Pantalón jogger en tejido premium con cintura elástica con cordón, bolsillos y confeccionado en algodón.;9.99;12.99;29.99;9.99;Crudo;https://static.pullandbear.net/assets/public/cb0c/851a/7c8f44d498af/5c7090b80715/07679508712-C/07679508712-C.jpg?ts=1731427825638&w=106&f=auto;7679/508;7679508;1030204719;In stock;Blanco;Pantalón;Blanco;Modelo;Bohemio;Skinny;Moderno;Minimalista;Estampado;Sin mangas
Jeans baggy detalle rotos;https://www.pullandbear.com/es/jeans-baggy-detalle-rotos-l03684516?cS=415&pelement=621954132;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3684/516/415/3684516415_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1714377602996&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3684/516/415/3684516415_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1714377602992&w=438&f=auto;12.99;Jeans baggy disponibles en varios tonos, con detalle de rotos en la pernera, diseño de cinco bolsillos, cintura con trabillas y cierre de botón y cremallera.;12.99;15.99;35.99;12.99;Azul flúor;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3684/516/415/3684516415_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1713799501835&w=106&f=auto;3684/516;3684516;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Color oscuro;Color claro;Chándal;Monocromático;Skinny;Cargo
Pantalón pijamero rayas;https://www.pullandbear.com/es/pantalon-pijamero-rayas-l07678533?cS=700&pelement=628169764;https://static.pullandbear.net/assets/public/eb5e/8d87/1b014faf90c7/59b4b982d6b4/07678533700-M/07678533700-M.jpg?ts=1720715499970&w=438&f=auto;https://static.pullandbear.net/assets/public/7fb7/c10a/dcf94d68b141/13e0d1efa84a/07678533700-A2M/07678533700-A2M.jpg?ts=1720715497255&w=438&f=auto;9.99;Pantalón jogger de rayas estilo pijamero con cintura elástica con cordón y confeccionado en tejido 100% algodón.;9.99;12.99;29.99;9.99;Marrón;https://static.pullandbear.net/assets/public/d35b/8fa5/0e5c42759298/640476952bdf/07678533700-C/07678533700-C.jpg?ts=1720789447944&w=106&f=auto;7678/533;7678533;1030204719;In stock;Marrón;Pantalón;Blanco;Modelo;Formal;Joggers;Sin mangas;Rasgado;Chándal;Streetwear
Pantalón jogger bolsillos;https://www.pullandbear.com/es/pantalon-jogger-bolsillos-l07678501?cS=711&pelement=621942569;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/501/711/7678501711_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1717408681716&w=438&f=auto;https://static.pullandbear.net/assets/public/fee0/7da5/06d84265b8e6/acd88d667853/07678501711-A2M/07678501711-A2M.jpg?ts=1717408753415&w=438&f=auto;9.99;Pantalón jogger con bolsillos delanteros, cintura elástica con cordón y en tejido 100% algodón.;9.99;12.99;25.99;9.99;Arena;https://static.pullandbear.net/assets/public/d25d/8f60/90874208b975/b234d50f2c96/07678501711-c/07678501711-c.jpg?ts=1720759394618&w=106&f=auto;7678/501;7678501;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Baggy;Baggy;Bohemio;Estampado;Moderno;Bohemio
Pantalón carpenter;https://www.pullandbear.com/es/pantalon-carpenter-l07678510?cS=710&pelement=621934870;https://static.pullandbear.net/assets/public/6fad/9e2f/bccf460aa1ad/b4705edcb1fa/07678510710-M/07678510710-M.jpg?ts=1723625019320&w=438&f=auto;https://static.pullandbear.net/assets/public/9310/8c15/d9e946418615/a9dfa9c019a8/07678510710-A2M/07678510710-A2M.jpg?ts=1723625012904&w=438&f=auto;9.99;Pantalón carpenter efecto lavado disponible en varios tonos con bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón.;9.99;12.99;29.99;9.99;Beige;https://static.pullandbear.net/assets/public/b944/8856/faed495fb2fc/720f01bb0e6b/07678510710-C/07678510710-C.jpg?ts=1722847275287&w=106&f=auto;7678/510;7678510;1030574254;In stock;Marrón claro;Pantalón;Blanco;Modelo;Minimalista;Standard;Estampado;Carrot;Estampado;Minimalista
Pantalón pijamero cuadros STWD;https://www.pullandbear.com/es/pantalon-pijamero-cuadros-stwd-l07678521?cS=802&pelement=627106266;https://static.pullandbear.net/assets/public/09b7/32f5/6cb140a398e4/d9e05b3a3bd7/07678521802-M/07678521802-M.jpg?ts=1725276362289&w=438&f=auto;https://static.pullandbear.net/assets/public/69aa/0762/15ac425a83b8/0c0e656f8c3d/07678521802-A2M/07678521802-A2M.jpg?ts=1725265513771&w=438&f=auto;9.99;Pantalón jogger estilo pijamero con diseño de cuadros en tonos grises, bolsillos y cintura elástica con cordón.  Total look;9.99;12.99;29.99;9.99;Gris;https://static.pullandbear.net/assets/public/a351/63d2/dbab4b31bc44/34a8b64ed455/07678521802-C/07678521802-C.jpg?ts=1720107608160&w=106&f=auto;7678/521;7678521;1030204719;In stock;Gris;Pantalón;Blanco;Modelo;Skinny;Casual;Cargo;Slim;Skinny;Carrot
Pantalón tailoring baggy;https://www.pullandbear.com/es/pantalon-tailoring-baggy-l07679505?cS=700&pelement=636217138;https://static.pullandbear.net/assets/public/6bd8/c17e/479c445e9b20/a4c9c2a1a5ac/07679505700-M/07679505700-M.jpg?ts=1731432490002&w=438&f=auto;https://static.pullandbear.net/assets/public/3849/0f0c/a9d54b6aa9fb/87beaed24809/07679505700-A2M/07679505700-A2M.jpg?ts=1731432641369&w=438&f=auto;9.99;Pantalón de vestir tailoring con fit baggy, bolsillos y cintura elástica con cordón.;9.99;12.99;29.99;9.99;Marrón;https://static.pullandbear.net/assets/public/504b/88dc/1c5e4ff28893/4128bb0aa289/07679505700-C/07679505700-C.jpg?ts=1724771413545&w=106&f=auto;7679/505;7679505;1030204719;In stock;Marrón;Pantalón;Blanco;Modelo;Sin mangas;Standard;Sin mangas;Rasgado;Ajustada;Vintage
Pantalón jogger con lino;https://www.pullandbear.com/es/pantalon-jogger-con-lino-l03678503?cS=707&pelement=621934750;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/503/707/3678503707_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1709545300441&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/503/707/3678503707_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1709545300440&w=438&f=auto;9.99;Pantalón jogger con lino, de estilo rústico, con cintura con goma elástica con cordones.;9.99;12.99;25.99;9.99;Tostado;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/503/707/3678503707_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1706722106602&w=106&f=auto;3678/503;3678503;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Slim;Color oscuro;Skinny;Slim;Chándal;Tailoring
Jeans loose fit;https://www.pullandbear.com/es/jeans-loose-fit-l07685525?cS=833&pelement=621947920;https://static.pullandbear.net/assets/public/a7aa/3575/d7f2439b97f0/4343c658485b/07685525833-M/07685525833-M.jpg?ts=1723449313491&w=438&f=auto;https://static.pullandbear.net/assets/public/54ac/28fc/5e9b4c258b1f/e8659958d85a/07685525833-A2M/07685525833-A2M.jpg?ts=1723449313569&w=438&f=auto;12.99;Jeans loose fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en tejido de algodón.;12.99;15.99;29.99;12.99;Negro delavado;https://static.pullandbear.net/assets/public/18fe/0956/20a94811953b/63a6b5962b19/07685525833-C/07685525833-C.jpg?ts=1724151105010&w=106&f=auto;7685/525;7685525;1030204729;In stock;Negro;Pantalón;Blanco;Modelo;Minimalista;Vintage;Joggers;Manga corta;Vintage;Straight
Jeans baggy;https://www.pullandbear.com/es/jeans-baggy-l08686518?cS=407&pelement=621935137;https://static.pullandbear.net/assets/public/b447/b760/d90244839f5c/2d706f83f9c0/08686518407-M/08686518407-M.jpg?ts=1737472723553&w=438&f=auto;https://static.pullandbear.net/assets/public/9522/b3d9/bc1e45b3ab6c/138f56ff43b6/08686518407-A2M/08686518407-A2M.jpg?ts=1737472723246&w=438&f=auto;12.99;Jeans baggy fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en tejido de 100% algodón.;12.99;15.99;29.99;12.99;Azul oscuro;https://static.pullandbear.net/2/photos//2024/V/0/2/p/8686/518/407/8686518407_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1705482911093&w=106&f=auto;8686/518;8686518;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Oversize;Clásico;Cuello alto;Carrot;Formal;Carrot
Jeans standard rotos;https://www.pullandbear.com/es/jeans-standard-rotos-l07684520?cS=833&pelement=630858122;https://static.pullandbear.net/assets/public/4a89/7fc9/b2754d199530/892758e58204/07684520833-M/07684520833-M.jpg?ts=1724669636368&w=438&f=auto;https://static.pullandbear.net/assets/public/947c/60e3/7d5a4368a26b/4e3f5c0db2f9/07684520833-A2M/07684520833-A2M.jpg?ts=1724669631984&w=438&f=auto;12.99;Jeans standard fit disponibles en varios tonos, con detalle de rotos en la pernera, diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en tejido 100% algodón.;12.99;15.99;29.99;12.99;Negro delavado;https://static.pullandbear.net/assets/public/a55f/9288/fa4a4c5484c2/0aba5064da38/07684520833-C/07684520833-C.jpg?ts=1724151046199&w=106&f=auto;7684/520;7684520;1030204729;In stock;Negro;Pantalón;Blanco;Modelo;Manga corta;Ajustado;Manga corta;Chándal;Rasgado;Elegante
Pantalón tailoring baggy;https://www.pullandbear.com/es/pantalon-tailoring-baggy-l07678509?cS=800&pelement=621956509;https://static.pullandbear.net/assets/public/fdd9/0f58/189144c1b984/a024b155de88/07678509800-M/07678509800-M.jpg?ts=1722507932185&w=438&f=auto;https://static.pullandbear.net/assets/public/0f63/3860/50ad42988cc4/f7bc6bf7471a/07678509800-A2M/07678509800-A2M.jpg?ts=1722507918731&w=438&f=auto;9.99;Pantalón de vestir tailoring con fit baggy, pinzas delanteras, cintura con trabillas y cierre de botón y cremallera, disponible en varios colores.;9.99;12.99;29.99;9.99;Negro;https://static.pullandbear.net/assets/public/ea04/6734/a6c8490eb2f7/34d0283eaf16/07678509800-C/07678509800-C.jpg?ts=1719505261639&w=106&f=auto;7678/509;7678509;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Elegante;Streetwear;Cuello alto;Slim;Elegante;Rasgado
Jeans relaxed rotos;https://www.pullandbear.com/es/jeans-relaxed-rotos-l07684521?cS=833&pelement=630858121;https://static.pullandbear.net/assets/public/54d1/578d/ccd34952ac47/5ffc619236c6/07684521833-M/07684521833-M.jpg?ts=1726657642022&w=438&f=auto;https://static.pullandbear.net/assets/public/4e58/d442/54b94e2692bf/9725c4482edd/07684521833-A2M/07684521833-A2M.jpg?ts=1726657632607&w=438&f=auto;12.99;Jeans relaxed con detalle de rotos en la pernera, con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón.;12.99;15.99;29.99;12.99;Negro delavado;https://static.pullandbear.net/assets/public/074d/d4c6/82954116a7d0/ecf306c98703/07684521833-C/07684521833-C.jpg?ts=1724774261804&w=106&f=auto;7684/521;7684521;1030204729;In stock;Negro;Pantalón;Blanco;Modelo;Estampado;Straight;Elegante;Rasgado;Rasgado;Oversize
Jeans loose fit;https://www.pullandbear.com/es/jeans-loose-fit-l07685525?cS=401&pelement=628558879;https://static.pullandbear.net/assets/public/fa11/e4ce/5c3d412c9b40/6615e701bdc4/07685525401-M/07685525401-M.jpg?ts=1727090725665&w=438&f=auto;https://static.pullandbear.net/assets/public/b1c0/c5ad/d0ca4f1c976a/0471c2a406f0/07685525401-A2M/07685525401-A2M.jpg?ts=1723449262935&w=438&f=auto;12.99;Jeans loose fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en tejido de algodón.;12.99;15.99;29.99;12.99;Marino;https://static.pullandbear.net/assets/public/73e6/b864/2ded42b7bd0b/ece755d00b3d/07685525401-C/07685525401-C.jpg?ts=1724253367574&w=106&f=auto;7685/525;7685525;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Color oscuro;Ajustada;Moderno;Manga larga;Cargo;Sin mangas
Jeans skinny rotos;https://www.pullandbear.com/es/jeans-skinny-rotos-l07684509?cS=406&pelement=621954057;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7684/509/406/7684509406_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718017916210&w=438&f=auto;https://static.pullandbear.net/assets/public/5df1/7095/a4964dedb2e9/effbf5826259/07684509406-A2M/07684509406-A2M.jpg?ts=1718017899737&w=438&f=auto;12.99;Jeans skinny fit con detalle de rotos, diseño de cinco bolsillos, cierre de botón y cremallera, cintura con trabillas y confeccionados en tejido elástico.;12.99;15.99;29.99;12.99;Azul claro;https://static.pullandbear.net/assets/public/bb7f/2de5/fd684717b40d/adb1b3d67730/07684509406-C/07684509406-C.jpg?ts=1717401409908&w=106&f=auto;7684/509;7684509;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Chándal;Vintage;Sin mangas;Ajustada;Manga larga;Rasgado
Pantalón jogger con lino;https://www.pullandbear.com/es/pantalon-jogger-con-lino-l03678503?cS=505&pelement=621934749;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/503/505/3678503505_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1709545300440&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/503/505/3678503505_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1709545300429&w=438&f=auto;9.99;Pantalón jogger con lino, de estilo rústico, con cintura con goma elástica con cordones.;9.99;12.99;25.99;9.99;Caqui;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/503/505/3678503505_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1706722106602&w=106&f=auto;3678/503;3678503;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Bohemio;Color oscuro;Baggy;Vintage;Slim;Tailoring
